,date,tweet,past_tense,present_tense,future_tense,replies_count,retweets_count,likes_count,pos_score,neg_score,neutral_score,sentiment,Sentiment_Score,user
70,2018-03-01 12:42:00,What a great morning supporting the  Scouts  ,0,1,0,0,0,1,0.8763011,0.018919963,0.10477896,Pos,0.85738117,fainvestors
71,2018-03-01 12:20:00,The shortest way to do many things is to do only one thing at a time. quote motivation  ,0,1,0,0,0,0,0.027846832,0.04264306,0.92951006,Neu,-0.014796227,fainvestors
72,2018-02-28 12:20:00,"It's not how much we give but how much love we put into giving. Mother Teresa $quote, $motivation $inspiration  ",1,1,0,0,0,0,0.06272062,0.021083131,0.9161963,Neu,0.041637488,fainvestors
73,2018-02-27 12:20:00,How to... Create Ultra-Secure Passwords That Keep Hackers Away  ,0,1,0,0,0,0,0.061411347,0.029175632,0.90941304,Neu,0.032235716,fainvestors
75,2018-02-26 12:20:00,Benjamin Graham  $Investing $quotes $market  ,0,1,0,0,0,0,0.06554137,0.03479554,0.8996631,Neu,0.03074583,fainvestors
76,2018-02-25 14:15:00,Warren Buffett $Investing $quotes $market  ,0,1,0,0,0,0,0.05599958,0.033677623,0.9103228,Neu,0.022321958,fainvestors
77,2018-02-24 14:15:00,Daniel Quinn  $Investing $quotes $market  ,0,1,0,0,0,0,0.053995065,0.033934817,0.9120701,Neu,0.020060249,fainvestors
78,2018-02-23 12:20:00,Warren Buffett  $Investing $quotes $market  ,0,1,0,0,0,0,0.05599958,0.033677623,0.9103228,Neu,0.022321958,fainvestors
79,2018-02-22 12:20:00,Charlie Munger  $Investing $quotes $market  ,0,1,0,0,0,0,0.045583867,0.044035453,0.91038066,Neu,0.0015484132,fainvestors
81,2018-02-20 12:20:00,Seth Klarman  $Investing $quotes $market  ,0,1,0,0,0,0,0.052231997,0.040431682,0.9073363,Neu,0.011800315,fainvestors
83,2018-02-18 14:15:01,Peter Lynch  $Investing $quotes $market  ,0,1,0,0,0,0,0.055252817,0.03434173,0.91040546,Neu,0.020911086,fainvestors
84,2018-02-17 14:15:00,Seth Klarman  $Investing $quotes $market  ,0,1,0,0,0,0,0.052231997,0.040431682,0.9073363,Neu,0.011800315,fainvestors
85,2018-02-16 12:20:00,Robert Kiyosaki  $Investing $quotes $market  ,0,1,0,0,0,0,0.062413424,0.046436038,0.8911505,Neu,0.015977386,fainvestors
86,2018-02-15 12:20:03,"Do you make these common retirement mistakes?   retire, invest, money  ",0,1,0,0,0,0,0.031006314,0.098342896,0.87065077,Neu,-0.06733658,fainvestors
87,2018-02-14 12:20:01,Warren Buffett  $Investing $quotes $market  ,0,1,0,0,0,0,0.05599958,0.033677623,0.9103228,Neu,0.022321958,fainvestors
88,2018-02-13 12:57:03, We have seen similar activity in other futures contracts too. Can make water run uphill with exploits.,1,1,1,0,0,1,0.12369384,0.03413004,0.84217614,Neu,0.0895638,fainvestors
89,2018-02-13 12:20:00,"If you don't make mistakes, you're not working on hard enough problems. And that's a big mistake. Frank Wilszek quote inspiration invest  ",0,1,0,0,0,0,0.044339526,0.17507592,0.7805845,Neu,-0.1307364,fainvestors
90,2018-02-12 12:20:01,"Faith is not complacent; faith is action. You don't have faith and wait. When you have faith, you move. quote motivation faith  ",1,1,0,0,0,2,0.034808047,0.041830532,0.92336136,Neu,-0.007022485,fainvestors
91,2018-02-11 14:15:00,An investment in knowledge pays the best interest. Benjamin Franklin  $Investing $quotes $market  ,0,1,0,0,0,1,0.06811966,0.01444566,0.9174347,Neu,0.053674,fainvestors
92,2018-02-10 20:03:02,"Big thanks to all. Hit 3,333 organic followers twitter thanks retweet",0,1,0,0,0,1,0.14766192,0.017913656,0.83442444,Neu,0.12974827,fainvestors
94,2018-02-09 12:20:01,We cannot achieve more in life than what we believe in our heart of hearts we deserve to have. quote inspiration invest  ,0,1,1,0,0,0,0.06471513,0.021838492,0.91344637,Neu,0.04287664,fainvestors
95,2018-02-09 01:22:04,Gives you the feeling someone is getting out at all cost. Forced? Algo? Time will tell.  ,1,1,1,0,0,0,0.04130628,0.068599164,0.8900946,Neu,-0.027292885,fainvestors
96,2018-02-08 12:20:00,"Love and kindness are never wasted. They always make a difference. They bless the one who receives them, and they bless you, the giver.  ",1,1,0,0,0,0,0.067337535,0.026773036,0.90588945,Neu,0.0405645,fainvestors
98,2018-02-08 02:18:01,"Circa 1986 Doug: “Hey Chappy they picked us up on radar”  Chappy: “too late for them now, just cluster that runway, I’ll do the rest!”    IronEagle  ",1,1,0,0,0,0,0.091195986,0.04174563,0.8670584,Neu,0.049450357,fainvestors
99,2018-02-07 12:20:00,"Focus your messages on the results you expect, not on the methods for doing the job. Marty Brounstein quote inspiration invest  ",0,1,0,0,0,0,0.037846986,0.031908434,0.93024457,Neu,0.0059385523,fainvestors
103,2018-02-05 12:20:00,Risk comes from not knowing what you are doing.  Warren Buffett  $Investing $quotes $market  ,0,1,0,0,0,0,0.031753346,0.041179094,0.9270676,Neu,-0.009425748,fainvestors
105,2018-02-05 03:14:01, Did you see they coated the light posts with transmission fluid? Lol,1,1,0,0,0,1,0.04900037,0.026886592,0.924113,Neu,0.02211378,fainvestors
106,2018-02-05 02:09:00, don’t climb the light posts lol. Hope your team can pull it out.  ,0,1,1,0,0,0,0.5985346,0.01669081,0.38477454,Pos,0.5818438,fainvestors
107,2018-02-05 02:07:05,I hope they setup cameras for this one! Get you popcorn ready! SuperBowl SuperBowlLII Eagles  ,0,1,0,0,0,0,0.06927763,0.02351719,0.90720516,Neu,0.045760438,fainvestors
108,2018-02-04 14:15:00,"When can you retire?   invest. retire, stocks retirement, retiring  ",0,1,1,0,0,0,0.03179716,0.03594276,0.9322601,Neu,-0.0041456,fainvestors
110,2018-02-02 12:20:00,Benjamin Graham  $Investing $quotes $market  ,0,1,0,0,0,0,0.06554137,0.03479554,0.8996631,Neu,0.03074583,fainvestors
111,2018-02-01 12:20:01,"Whether it's praise, love, criticism, money, time power...   quote invest  ",0,1,0,0,0,0,0.040934686,0.025751932,0.9333134,Neu,0.015182754,fainvestors
112,2018-01-31 16:55:04,402 &gt; 394 Who understand the significance of 402&gt;394?  We have gone 402 trading days on the S&P 500 without a 5% correction. Most days in history. 2nd place is 94-96 with 394. Special thanks to  for pointing this out. $SPX investing  ,1,1,0,0,0,0,0.14089936,0.048094187,0.8110065,Neu,0.09280518,fainvestors
113,2018-01-31 15:04:03,$Brent and $USD - Oil and US Dollar have an 83% Correlation right now. Which side of the trade are you on? Reply with your opinion. Time will tell. oilandgas USD  ,0,1,1,0,0,0,0.07032551,0.018876703,0.9107978,Neu,0.051448807,fainvestors
114,2018-01-31 12:20:00,7 Ways to Help You Cut College Costs! Read the Article...    ,0,1,0,0,0,0,0.09182807,0.019850248,0.88832164,Neu,0.071977824,fainvestors
116,2018-01-30 11:51:01,  any signs of an earthquake on the east coast around 6:47am. My whole house was shaking similar to the DC quake several years ago?,1,1,0,0,0,0,0.015956182,0.83104926,0.15299453,Neg,-0.8150931,fainvestors
117,2018-01-29 12:20:00,Opportunity is missed by most people because it is dress in overalls and looks like work. $quote    ,1,1,0,0,0,0,0.032684352,0.08635122,0.8809644,Neu,-0.05366687,fainvestors
118,2018-01-28 14:15:00,"Thought: If you are not criticized, you may not be doing much. quote motivation  ",1,1,1,0,0,0,0.04513369,0.14837635,0.8064899,Neu,-0.10324265,fainvestors
119,2018-01-27 14:15:00,"Need to remember this one: The key is not to prioritize what is on the schedule, but to schedule your priorities. motivate quote  ",0,1,0,0,0,0,0.05370652,0.017809024,0.92848444,Neu,0.035897493,fainvestors
120,2018-01-26 12:20:01,Happiness doesn't depend on what we have... $quote    ,0,1,0,0,0,0,0.05725869,0.024174506,0.91856676,Neu,0.033084184,fainvestors
121,2018-01-25 12:20:00,Stream vs. Rock - Stream always wins. Why you ask?  Motivation  ,0,1,0,0,0,0,0.067122474,0.021790987,0.91108656,Neu,0.045331486,fainvestors
122,2018-01-24 12:47:00,"Whether it's praise, love, criticism, money, time, power, punishment, space, sorrow, laughter... quote $spy    ",0,1,0,0,0,0,0.037200917,0.030603975,0.9321952,Neu,0.0065969415,fainvestors
124,2018-01-24 03:44:05,The good times are rolling for Netflix — even with the looming threat from Disney (NFLX)  ,0,1,0,0,0,0,0.83773583,0.020294515,0.14196962,Pos,0.81744134,fainvestors
126,2018-01-22 12:20:00,A real decision is measured by the fact... quote  ,1,1,0,0,0,0,0.062108446,0.028541684,0.90934986,Neu,0.03356676,fainvestors
128,2018-01-20 14:15:00,"There is little difference in the people, but that little difference makes a big difference... $quote    ",0,1,0,0,0,0,0.09189992,0.02505557,0.88304454,Neu,0.066844344,fainvestors
129,2018-01-19 12:20:00,There is only one you... Don't change just because you're outnumbered! -- Charles Swindoll lifelesson motivation selflove  ,0,1,0,0,0,0,0.04614408,0.04885838,0.9049976,Neu,-0.0027143024,fainvestors
130,2018-01-18 12:20:01,"As soon as you trust yourself, you will know how to live. Johann Wolfgang von Goethe life, trust quote follow  ",0,1,1,0,0,0,0.053978145,0.025460571,0.92056125,Neu,0.028517574,fainvestors
131,2018-01-17 17:29:02,"Hello $DJIA @ 26,000 Party like it’s 2018 because we have never been here before. Stocks stockexchange",1,1,0,0,0,0,0.029066484,0.033422686,0.93751085,Neu,-0.0043562017,fainvestors
132,2018-01-17 12:20:00,It's not how much we give but how much love we put into giving. motivation quote  ,1,1,0,0,0,1,0.05086876,0.02051741,0.92861384,Neu,0.03035135,fainvestors
133,2018-01-16 12:20:00,Few of us ever live in the present. We are forever anticipating what is to come or remebering what has gone. -- Louis L'Amour quote life follow  ,1,1,0,0,0,0,0.03953182,0.050034765,0.9104334,Neu,-0.010502946,fainvestors
134,2018-01-15 12:20:00,"Of all the gifts You have offered to God, Your happiness-gift He treasures most. -- Sri Chinmoy quote God Love  ",1,1,0,0,0,0,0.08919021,0.017863018,0.8929468,Neu,0.07132719,fainvestors
