prediction_day,5_min_macro,abc,abnormalreturns,activistshorts,activiststocks,advisorhubinc,alderlaneeggs,allstarcharts,barbariancap,bbcbreaking,benzinga,bespokeinvest,bluegrasscap,breakingviews,breakoutstocks,brunicharting,business,calculatedrisk,callum_thomas,charliebilello,chicagostock,chitownba,cnbc,cnbcnow,cnnbrk,danzanger,davidschawel,dcdaytrader,dealbook,deitaone,dkellercmt,fainvestors,fattailcapital,financialnews,firstadopter,footnoted,foxnews,ft,ftfinancenews,fundiescapital,fundylongshort,gfmag,grantspub,greatquarter,harmongreg,hedgefundinvest,herbgreenberg,hmeisler,ianbremmer,ibdinvestors,iimag,incredibletrade,investorslive,ivanthek,jasonleavitt,jimcramer,joelkruger,john_hempton,johnscharts,justinwolfers,keithmccullough,kerrisdalecap,lizannsonders,lmt978,manualofideas,mark_dow,markarbeter,marketclub,marketfolly,markets,marketwatch,markflowchatter,markyusko,matt_levine,michaelbatnick,mjmauboussin,modestproposal1,muddywatersre,newsquawk,noahpinion,nypostbiz,nytimesbusiness,optionshawk,paulkrugman,peterlbrandt,peterschiff,profgalloway,qtrresearch,reddogt3,reutersbiz,ritholtz,ritholtzwealth,robintheblack,ryandetrick,schuldensuehner,sjd10304,sjosephburns,skynews,soberlook,spdjindices,steve_hanke,stlouisfed,stockcats,stockitchen,stocktwits,stockwinnerscom,super_trades,the_real_fly,thebubblebubble,thesquaremile,thestalwart,timmerfidelity,tmfjmo,tmtanalyst,topdowncharts,truthgundlach,tylercowen,usatoday,usatodaymoney,valuewalk,wallstcynic,worldfinance,wsj,wsjmarkets,wu_tang_finance,zerohedge,y
2018-12-20,,-0.67151084625,,,,,,,,,0.34923884,-0.68194479994,,,,,-0.6745929562499999,,,-0.86223406,,0.04817188,-0.376846142135,-0.8663318500000001,,,0.6907344,,,,0.17940693,,,,0.009769544,,,0.18699029,,,,,,,-0.21684649649999999,0.00044823438,,-0.28933979466666665,,0.12381543,,-0.7566162,0.18416154,-0.43302485,,0.021141930000000003,,,-0.03150565,,-0.51829463,,0.00027058646,-0.144713192875,,-0.6119483,,,,-0.39612121,-0.6498576704666666,,0.07420293625,,0.30294895,,-0.31069121833333335,,,-0.59022677,,-0.8634075866666667,-0.9590252,,,-0.95073235,,-0.41480705,-0.19934631199999997,-0.9544706333333334,,,0.021339271,-0.927112325,-0.7921905574285715,-0.5303020775,,,,,,0.040930826,0.024002250000000003,,-0.8945683499999999,,0.7663554,,-0.21970197967142857,,-0.9580954150000001,,,,,,,-0.5976582066666666,-0.3030781013333333,,,,-0.007924347666666684,-0.888596,,-0.505380675,0.0
2018-12-21,,-0.9082655083333333,,,,,,,,,-0.585191375,-0.59261433,,-0.11681719,-0.856821,-0.937566,-0.5493315830714286,,,-0.69547357798,,,-0.3233071384,-0.6714823525,,,,,,,,,,,,,,-0.807946295,,,,,,,-0.08025765,,,-0.5598854,,,,-0.1249184,0.033673047,-0.24045885,,-0.007192556,,,,,0.84094656,,,-0.47239086104000005,,,-0.482779715,,,-0.456187753,-0.3656956817142857,,-0.87448996,,,,,,,-0.35828224,,0.093723446,-0.039178355333333324,,,-0.9591738999999999,,-0.14026969766666667,-0.19170639750000001,-0.96239856,-0.28571665,,-0.09813195833333334,-0.8832545,-0.9545545333333333,-0.83273855,-0.9619912,-0.6457999799999999,,,-0.32471943,,-0.51014256,,-0.9044615533333333,,,,-0.24708687183333333,-0.4875533,-0.9590509,,,,,,,,-0.695418475,,,,-0.576868307,-0.9367651,,-0.4957416496666667,0.0
2018-12-24,,-0.3870805975,,,,,,-0.0027072951,-0.442582795,,-0.95030403,-0.70719484,0.27688336,,,,0.02141654999999998,,-0.053639616875000004,-0.9458746000000001,,-0.021621542,-0.15900747984736843,-0.90044966875,-0.9570161,-0.0572835565,-0.140512628,,-0.11338737700000001,,,,,,,,,-0.6761969,,,,,,,-0.158388536,,,-0.2836423596,,,,0.08562788319075,-0.0171478175,-0.041224703,,0.342492295,,,0.2944318561666667,,-0.774582675,,,-0.05618426648947368,,,0.017332867499999995,-0.951138,,-0.96463996,-0.3489647113636364,,-0.1189343722,,-0.9561624,,0.1252805,,,,,-0.21495440265384616,-0.37834215616666667,0.09728604,,-0.4594661585,-0.024641022,-0.13271336958333335,-0.05565143846666667,-0.8526948466666666,0.34924985999999997,-0.312830835,-0.08801800142857143,,-0.9604805533333334,-0.21121299657142859,-0.180027672,,,,-0.95549786,,-0.0021894015,,-0.1489632072,,,,-0.7494192866666666,0.24642222000000003,,0.02692264,0.049837455,,,,,-0.024097563800000003,-0.1544256945,,-0.9494642,,-0.42650587833333337,,,-0.5394797241111111,0.0
2018-12-25,,-0.8935155866666666,,,,,,,-0.9656657,,,-0.607863488,,-0.023336723,,,-0.35797874133333335,,-0.040495273,0.025615083,,,-0.2155432075625,-0.872404652,,,,,,,,,,,,,,,,,,,,,0.060974516,,,,,-0.7541427,,,-0.16729122,,,-0.7776479,,,,-0.028157152,-0.4801631865,,-0.095017456,0.037619683777777774,,,,-0.863604695,,-0.96001625,-0.6372462071428571,,,,,,,,,-0.18559045,,-0.9444412,-0.9648997,,,-0.8728734,,,0.046428933,-0.286823966,,0.041218475,0.009079065,,-0.9357023,0.011301843666666667,,,,,,,,,,,,,-0.53164419,-0.87691575,-0.0028229095,,,,,,,-0.6220531626666667,0.11092869027933333,,0.008601133,,-0.26289777875,,,,
2018-12-26,,0.04898025,,,,,,,-0.50039583,,,-0.4065753183333333,,,,,-0.169008375,,,-0.22884906249999998,,,0.133164754875,-0.40407191,,,,,,,,,,,,,,,,,,,,,,,,,,0.6699714,,,,,,,,,,,,,-0.041440003,-0.36228807524999995,,,,,,-0.96430975,0.81802034,,,,,,,,,,,,,,,,,0.3091729266666667,-0.210462492,,-0.96192205,,,-0.9623481,,0.03817799213333333,,,,,,,,,,,,,,,0.47251275,,,,,,,0.022287969,0.12957874,,-0.5150465,,0.64460194,,,-0.41197494,1.0
2018-12-27,,-0.30260052600000004,,,,,,,,,-0.3392961776666667,-0.11235562000000003,,0.09754175,,0.100781046,0.76542019,,,0.13725888,,,-0.12655913,0.23809249230769233,0.70684224,,,,-0.13465458000000002,,,,0.0008963011,,-0.139750466,,,,,,,,,,,,,0.009204004,,,,0.10405075166666666,-0.19282271966,,,-0.002269732666666672,,,,,-0.46092619985,,0.5313935,-0.188067031525,,,,,,0.7199444675,0.19708629444444442,,-0.2999932,,,,0.08679427240000001,,,,,-0.18326168,-0.11190894633333333,,-0.05785569,-0.031003997,,-0.06170395725,0.21795178566666665,-0.39762070000000005,-0.06055477,,-0.2739305,0.35162135559999996,-0.252016413,-0.17481072512,-0.002554452,,,,,,0.02624683,,-0.16771387666666668,,,,0.14483302750000002,,0.11212111519999998,,,,,,,0.8918601,0.8519683,,,,-0.03348391666666666,,,-0.205304135,1.0
2018-12-28,,-0.957750125,,,,,,-0.6833012,,,0.01782722,-0.278822995,0.07287082,,,,-0.14115717733333336,,,-0.69410661,,,-0.17544473166666666,-0.07033398285714287,,,,,-0.13138539066666668,,,,,,,,,,,,,,,,0.4466477925,,,-0.22845843,,,,-0.95477456,0.10746734250000001,,,-0.009197421,,,0.048435886666666685,,,,0.4802754,0.023333902955555555,,0.117577255,,,,-0.11912808333333336,0.147899768,,,,-0.2931778483333333,,-0.11045825866666668,,,-0.389082955,-0.94916576,-0.334737287,,,,,,-0.13033149666666669,0.8036675,-0.37252655,,,,,-0.7328822133333333,0.052343965,,,,0.77609754,,,0.003749377,,0.922491,,,,0.88238615,,0.33006991500000005,,0.028694503,-0.7354735,,,,0.0355039,-0.07467583333333334,,0.62132674,,-0.2876374944444444,,,-0.018823516,0.0
2018-12-31,,-0.576567,,,,,,-0.763599765,,,-0.18271263,0.9042411,,,,,-0.145153816,,0.02359445866666666,,,,-0.008553331199999997,-0.03615263499999999,,,-0.9326008,,,,,,,,-0.068736877,,,-0.35778052,,,,,,,-0.343833075,,,,,0.6840474,,-0.253531598,-0.04626147825,,-0.8804774,-0.8695405,,,-0.043498819,,-0.9681199,,,-0.2747103047125,,,,,,,0.0354375636,,,,,,-0.0656695168,,,-0.223224877,,-0.3113677924444444,0.492751362,,,,,-0.0179201435,,,-0.1326454375,,,-0.7630837,-0.9479581,-0.4168153,0.017461435499999997,0.061516089,,,,,-0.20453861,,-0.234623576,,,,-0.1583136146,,,,0.07431553,,0.26329356,,,-0.5568419869,0.2063655925,,-0.25713226,,-0.05269532381818181,,,0.44091735660000003,1.0
2019-01-01,,,,,,,,,-0.6230414,,0.0907583985,-0.2692474369,-0.8386459,,,,0.8955552,,,-0.957050485,,,-0.12056996525,,,,,,,,,,,,-0.43266526450000004,,,,,,,,,,,,,0.04502795,,,,,,,,,,,0.36936977299999996,,,,,-0.4588414166666667,,0.0065328497,,,,,-0.12920185309999996,,,,,,-0.96111614,,,,,-0.05653970475000001,,,-0.00521902,,,-0.0023279488,,0.04534575222222222,-0.48607700049999997,0.052513756,,-0.94216406,-0.9612897,-0.21350071305714288,-0.439948705,,,,,,,,,,,,-0.5316957833333333,,,,,,,,,-0.487823518,-0.950657015,,0.09122245,,-0.029865451,,,,
2019-01-02,,,,,0.08752282,,,0.047644869,,,,-0.93809649,,,,,-0.6381812133333333,,,-0.960773,,,-0.03029214265714285,-0.959965475,,,0.0614693,,-0.017373916,,,,,,-0.960151,,,-0.20423953,,,,,,,0.504949325,,,,,,,,,-0.15142813,,,,,-0.008976519,,0.06299791,,-0.96065515,-0.22847736899999999,,,,,,-0.95326006,-0.6340866854,,,,-0.029644947,,-0.29038358,,,,,-0.17662202457142856,,,,,,-0.05882655,0.0744140675,-0.039557006000000006,,-0.36174455,,,,-0.40983347000000003,,-0.13123682,,,,,0.1427989,,0.22333162,,,,,,0.050125115,,,,,,0.042972475,-0.9501565,-0.94397322,,,,-0.72849814,,,-0.0947594225,1.0
2019-01-03,,-0.9007997575,,,,,,-0.4503623375,,-0.41017172,0.21211404,-0.7373278400000001,,-0.4462828585,,-0.044551823,-0.5905634207627118,,,,,,-0.40235309929787233,-0.7855881311111111,,,-0.014801617000000001,,-0.7824519175,,,,,,-0.268330796625,,,-0.7185877766666667,,,,,,,-0.6163249366666667,,,-0.023243565999999997,,,,-0.05289151,0.0016795658,,-0.087172806,-0.5713033523333333,,,0.18350546811111113,,-0.21560891999999998,,,-0.39022211444444443,,0.20241523,,,,-0.7656229566666667,-0.6399315581304348,0.014431104,-0.2602430027666667,0.023988841,,,0.328368495,,-0.9349081,,,-0.45675462514285714,,,-0.78498906,,0.011823872,-0.08765867514285712,-0.201313376,-0.6878445825,-0.202306805,0.70223224,0.06761490991666667,0.8534103,-0.5841706728571429,-0.0017194456666666628,-0.5938334,-0.6531578299999999,,,,,0.015766812,,-0.725143223,,,0.2357554805,-0.8226129500000001,-0.6133798,0.053202748775,-0.114081055,0.7182304,,,-0.018285958,,-0.6046939566666667,-0.7581366138461539,,-0.8987724500000001,,-0.884072718,-0.887510275,,-0.6139127350210526,0.0
2019-01-04,-0.50019294,-0.9641378199999999,,,,,,,,,-0.69210397,0.5330166666666667,,-0.4653273,,-0.09697492,-0.42538507125999997,,,-0.50671623825,,,-0.5483705067794118,-0.28395136375,,,-0.12221259150000001,,-0.63628506,,,,,,,,,-0.49010458125,,,,,,,-0.14360876499999997,,,-0.18861567433333334,,0.15906987,,-0.490292049,-0.001234252,,,-0.11383939883333333,,,-0.12974588933333334,,-0.28849268,,0.051222775,-0.30125529745,,,0.074552177,-0.9662043,,-0.07907636499999998,-0.6144305895454546,,,,,,0.7447814850000001,,,,,-0.7637049960000001,-0.25824991799999997,,0.033069857,0.05371318,,-0.0526135246,-0.11797333191666666,-0.7481381396875,-0.5708066820000001,-0.004261639,0.018760483999999997,-0.8708644,-0.950712,0.07930394,,-0.79576039,,-0.26005316,,,-0.003833008999999999,,-0.31184929666666666,,,0.033276334,-0.5402237966666666,-0.025394799999999978,-0.08710532500000001,,0.074471122,,,,,-0.69849175125,-0.23016748125,,,,-0.5101427744444444,-0.94142805,,-0.45093569999999994,1.0
2019-01-07,,0.8894726,-0.08482379,,-0.2454608,,,0.22165996545,0.084040667,,0.06731924999999998,-0.20803369533333335,0.2155681,-0.02267402,,,-0.14135941304,,-0.030906297875000006,,-0.9482812,,-0.011948992653714288,0.5266213675,,-0.242069222,-0.140422335,,-0.5125867975,,,,,,-0.3165090286666667,,,0.29680251474999997,,,,,,,0.061966408,,-0.067559585,-0.27648847750000005,-0.00019339472,,,0.22218132424999998,,,,-0.80665976,0.24484576,,-0.251149407,,-0.7724378,,,-0.15445027665,,-0.11969772,,,,-0.11465034899999998,-0.10523907216666667,,-0.058226826000000016,,,,0.056941712500000005,,,-0.0150639005,-0.52694416,-0.23288862866666668,0.87755287,,,-0.21118061,,0.11433426570714286,0.0315538433333333,0.6025526666666666,,-0.049852762,0.063091005,-0.076922536,-0.39773098875,0.055605587,0.1646676245,,,,,,-0.023981616,,0.006821263649999999,,,,-0.48962454333333333,,-0.9367066,,,,0.004748214,,,0.40858772309999997,0.2271085542222222,,,,0.0389288419,0.3306828133333333,,,1.0
2019-01-08,0.26294285,0.40661448,,,,,,,,,0.09927674,0.82521703,,,,,0.07649756399999999,,,,,,-0.006665899478260867,0.677000575,,,,,,,,,,,-0.49400306,,,,,,,,,,-0.16804787599999998,,,-0.443299872,,,,,-0.22419012,,,0.15910138175,,-0.37759835,-0.0443151486,,0.16301109,,,0.2515699485,,,,,,,0.3221164107777778,,,,,,,,,,,,-0.23695219750000002,,,,,-0.020816263,-0.025403385999999993,-0.4002123266666667,,0.054334797,,-0.95100754,-0.91790324,-0.06417565242857143,,-0.17289663249999998,,0.2219246,,,0.01866015,,,,,,0.059085228,,,,,,,,,0.01420307,-0.0355956816,,,,0.12350773599999999,0.27020918,,0.016799191500000008,1.0
2019-01-09,,-0.16558628999999997,-0.040011473,,0.049473267,,,-0.1937198485,0.18265289,,0.12484416,-0.133115225,,,,,-0.2919869386428572,,,,,,-0.06978748952500001,0.60648775,,0.75272214,,,,,,,,,0.00021213706666667678,,,-0.5430502166666668,,,,,,,,,,-0.0269701,0.02761382,-0.95037544,,-0.9038701,-0.22452402,,,-0.025741653199999992,,,0.07035693,,-0.8768175,,,-0.04160625846153845,,,0.24870114,,,-0.5743447,0.03876263837499999,0.22174384,,-0.7662205,,,,,,,,,0.27155105799999996,,,0.8740904,,,0.1715870914,-0.6490778348,0.02712717,-0.018355295,-0.065223982,0.0051979125,0.09471888,-0.30388731290000004,0.85200405,,,,,,,,0.055196590999999996,,,,-0.41440522886000003,,-0.8042061,-0.6375625,,,,,,,-0.13811573133333332,,,,0.26418268,,,-0.5920446208000001,1.0
2019-01-10,,-0.12042393866666666,,,,,,0.0110515095,,,,,,,,,0.06868390538461538,,,0.923117,,,-0.21929579851764708,-0.853210015,-0.47311002,,-0.012723111,,-0.3112143,,,,,-0.8630556,-0.006369540000000007,,,,,,,,,,,,,-0.085509325,,,,-0.32842726850000004,-0.077324994,0.01102216525,,0.06854818500000004,,,-0.11354267333333334,,,,,0.26218717366666666,,,0.011118174,,,,-0.1814969249166667,,-0.90885145,,,,-0.42542744,,,,,-0.122598243,-0.011531368,,,,,,0.023331652999999997,-0.433929272,0.021856733,,,0.656728835,,-0.27549058579999997,0.040609434,-0.3826340775,,0.8786205,,,,,,,,,-0.622647,-0.38814396,,-0.21433468,,,,,,-0.35646708000000005,-0.08324356531249999,,0.05538473,,0.03338992242857143,0.003656583,,0.03145180799999999,1.0
2019-01-11,,0.029506784,,,-0.0083116034,,,,,,,-0.245942202,0.19540824,-0.50687855,,,-0.059269393333333316,,,0.9183536,,,-0.0527884333117647,-0.729814675,,,,,-0.5638044,,,,,,-0.169037305,,,,0.19964752,,,,,,,,,-0.022409773,,,,0.04754485,,,,-0.4748367,,,0.16077344999999998,,-0.705333,,0.38682755500000005,0.163341065,,-0.7425293,,-0.68230927,,0.88677484,-0.2277020985714286,,,,,,0.008956414,,,,-0.17554528,-0.7893671000000001,-0.2260912,,,,0.22618040500000003,0.6001775,-0.1476312024,-0.557806018375,,,,,-0.90728194,-0.22414856684615383,0.46077822549999997,,,,,,,,,,,,-0.599998445,,,0.08989275,,,,,,-0.963766,-0.300897774,,,,-0.19849930575,,,0.284139784,1.0
2019-01-14,,,,,,,-0.015790861,,-0.0029215068,,-0.0252701405,-0.8506316,,,,,-0.4008583975,-0.8430384,0.004367807166666648,0.67204624,,,-0.10265460126739132,,,,,,-0.6596793,,0.19120596,,,,0.10547371966666667,,,-0.92623522,,,,,,,,,,0.017125344433333335,-0.36326522,,,,,-0.007879049,,,,,,,0.0368006565,,-0.863453,0.09042850961666667,,,-0.4808108565,,,,0.41962410914285714,,,,,,,,,-0.012962126666666665,,-0.15846868,0.19863868596666667,,,,0.1096521442,,0.023957895000000007,0.60081184,,-0.07602391,0.03697922,,0.10425478999999999,-0.23583990227272728,-0.27089912,,,0.40965497,,,,,-0.94576377,,,,-0.4000727015,,0.19506355,,,,,,,,-0.031508042714285714,,,,0.009172936666666685,-0.95129704,,-0.20251074119999996,1.0
2019-01-15,,,,,,,,0.034046151999999996,,,,-0.50066845,,,,,0.410667601,,,0.8424016,,,-0.13358490989599997,-0.9288504466666666,-0.9361186,,,,,,-0.8354577,,,,0.013519435000000024,,,-0.18567619,,,,,,,0.0042276476,,,,,,,0.24644497,,,,0.09221332466666667,,,0.05945190599999999,,,,0.6270188,,,,,,,,-0.3079274275,,,,,,-0.07893388,,,,,,,,,,,,-0.07310368,0.8523376,,,,,,-0.83146256,-0.25342798,-0.8562618,,0.056964584,,,0.6707007,,,,,,0.00036891766666667197,,,0.9302976,0.0031880587,,,,,,0.45828304,,,,-0.2411356,,,0.149807919875,1.0
2019-01-16,,,,,,,,,,,0.4159754015,-0.24545425,,,-0.27101085,,-0.11539660833333333,,,0.5989109866666666,,,-0.041630789,,,,-0.38099328,,,,0.45853657,,,,,,,,,,,,,,0.80663633,,,-0.030569219866666667,,,,-0.032326333,,,,-0.00873756133333333,,,0.607802775,,,,0.70853806,-0.2301193025,,0.023884496,,,,-0.0024322999999999984,0.3699556236666666,,,,,,,,,-0.011202354,,0.14178756,0.09831453033333333,,-0.029542461,,,-0.014773341,0.19654491577777777,0.4842645052,0.11693735,,0.027761735000000003,0.56869359,,-0.08662089899999999,0.438681745,-0.5439397,,-0.0232649895,,,,,,,,,0.37292343,,,,0.034027185,,,,,-0.28137776,0.0669198378888889,-0.012744939,,,,,,-0.19559689800000002,1.0
2019-01-17,,-0.87253187,,,,,,,,,0.22455719000000002,0.4016945415,,-0.70492834,,,-0.15397513181818184,,0.062526196,,,,-0.0551100264,,,0.81243565,0.44369894,,0.14178756,,0.050146084,,,,0.15978226,,,-0.3502064333333333,,,,,,,,,,0.02132709705,,0.02507576,,,,0.109939205,,0.15420106490000002,,,0.284453899,,0.74997085,,-0.7951958,-0.011935815000000002,,,,,,-0.1685133,0.171490928,,,,,,,,,,,-0.3180788220777778,,,,,-0.007155791,,0.09351707000000001,-0.69577087625,,,-0.010824807499999999,,,0.007467950859999991,0.049248695,-0.7282752433333334,,,,,,,,,,-0.0122732,-0.45613343,-0.9497903,-0.45128595000000005,,,,,,,,-0.209891028,0.080377385,,,-0.004321484430769227,,,-0.8033628,1.0
2019-01-18,,-0.5667690766666666,0.006725803,,,,,,,,,0.3055582766666667,0.16181652,,,,-0.22963560125,,,,,,-0.32715802466666666,0.261165811625,,,,,,,0.8470842,,,,0.31519324,,,-0.02146523499999997,,,,,,,,,,-0.126280395,,,,,-0.026033169999999994,,,,,,0.1477792135,,0.80862826,,0.79140425,0.158957872875,,-0.07127693,,,,,-0.010412560875000004,,,,,,,,,,,-0.4491151858333333,-0.0050098673,,,,0.058135173,,0.061167791,-0.01148164500000004,0.07026405,0.01559208,0.01854425,0.296688,-0.9379694,-0.2315932828571429,0.12959403,,,0.05657175,,,0.70637774,,,,,,-0.2732662,,,,,,,,,,0.095354136,,0.2566415933333333,,-0.5056999600000001,,,-0.0760687,1.0
2019-01-21,,-0.902354535,,,,,,,-0.0020316914,,0.058544125,0.5106299,0.061497524,,,,-0.04628789872727272,-0.726656435,0.35517384679999997,,,,-0.051590830461538464,0.2944381225,,,,,0.300354,,,,,,,,,,,,,,,,0.19666740966666665,,,-0.21282953,,,,-0.2886055733333333,,,,0.413672,,,,,,,,0.18534762792857143,,-0.8477509,,0.3163497,,0.7062379750000001,0.3839774776,,,,,,,,,-0.2909477145,,-0.2189551206157895,0.8623144,,0.0244530465,,-0.398027355,-0.17477074999999997,0.060673333399999994,0.87161773,,,-0.42721298995,,-0.05977584999999999,-0.04635451370000001,0.30120426,,,,,,-0.04487711,,-0.045546994,,,0.016867163,-0.367510165,,0.049686298,,-0.18932828,,-0.8953273,,,-0.22858934293333333,-0.041257652500000006,,,,0.01766635814285714,0.18285015,,-0.4414866215,
2019-01-22,,,,,0.12868653,,,,,,,,,,,,-0.39498625857142855,,,0.900443,,,-0.29369050922222223,,,,,,0.005546786,,,,,,0.6367648,,,,,,,,,,,,,,,,,-0.3441534,,,,-0.42644005,,,,,,,,,,,,,,,-0.8302281666666667,,,,,,,,,,,-0.5486980649571428,-0.6163478,,-0.016273951,,-0.1086919695,,-0.061439782,,,0.025680326,,-0.61628712,-0.229116975,-0.031035278,0.8990296,,,0.11035544,,,,,0.40016226,,,,,,,,,,,,,,-0.17314742,,,,-0.2626193866,,,-0.47506092499999997,0.0
2019-01-23,,0.65486115,,,-0.398261825,,,0.0209038609,,,0.12305049,-0.473478492,0.3970610515,-0.93480116,,,-0.3891936365,,,,,,0.05916824766666667,-0.88270325,,,,-0.536768224,,,,,,,-0.07687173,,,-0.4152535125,,,,,,,,,,,,0.033958099,,-0.242474148,,-0.25485942,-0.015691316,0.0009651781249999918,,,-0.14784763850000002,,,-0.9400227,,0.13025771333333333,,,,,,0.26330495,-0.176687624125,,,,,,0.031045875,,,,,,-0.250381285,,0.041633658,,0.058014233,-0.65007037,0.032333165250000004,-0.3444258933333333,,,-0.04478877540000001,,-0.9395293766666667,-0.187650507,,-0.453808282,,0.05575463,,,,,0.171999639,,,,-0.8124738733333334,,,,0.89096034,,,,,,-0.0029251228333333303,,0.007049821,,0.85807335,-0.45556805,,0.032156863599999974,0.0
2019-01-24,,,,,,,,,,,,0.525622,,0.13969512,,,-0.23815841716000002,,,,,,-0.025310889055555546,-0.577464985,,,,,,,,,,,,,,-0.28599936,0.19820492,,,,,,,,,,,,,-0.30766797149999997,,,,-0.31449546766666664,,,0.21661135666666667,,,,,-0.029754214,,,,-0.89577824,,0.0708794935,-0.006470791571428555,,-0.333250208,,-0.020735987,,0.03529345,-0.33937293,,,,-0.8268041166666666,,,,,,0.08037219,0.045489755,-0.2689735936666667,,,0.017801158,0.415130285,-0.044645477,-0.73319435,-0.02867939,-0.3504438,,,,,,,-0.16136791,,,,-0.40683974,,,,,,,,,0.038969923,0.0033615386999999997,,-0.14866307,,-0.13737501150000003,,,0.157401518,1.0
2019-01-25,,,,,,,,,,,-0.9595977,,,0.08956698,,,-0.44231645181818185,,,,,,0.10583257977272727,,,,,,0.07953536,,,,,,0.008715048333333331,,,-0.9585924,,,,,,,,,,,,,,-0.60818682,,-0.25644315,,-0.3063575,,,,,,-0.21527211,,0.437629855,,,,,,,-0.05652888183333332,,,,,,-0.16449891,,,-0.04301781466666666,,-0.3471680248571429,-0.33898395,,,,-0.3989762485000001,-0.01429905,0.12949089249999998,-0.6401622,,,0.031071208,,,0.032705522666666674,,0.21282964,,0.37393817,,,,,-0.85868997,,,,0.60833704,0.16857582,,,0.71383214,,,,,0.061780274,-0.14387824016666664,,,,0.3636362366666667,0.5606793,,-0.318694045,1.0
2019-01-28,,-0.6358827,-0.123604916,,,,,,,,,0.011942186666666688,,,,,-0.18334967771428573,,-0.09224796749999999,,,,-0.22550266613214287,-0.9601005,,,,,0.10074473166666668,,-0.10074882,,,,-0.547344,0.039023638,,-0.06163275333333329,,,,,,,,,,-0.336963224,,-0.9564063,,0.042375463333333335,,0.10136792,-0.010452457,,,,0.013379202540000001,,,,,-0.32506396416666666,,,0.414871745,-0.96222645,,-0.19976201499999996,0.01449245618181818,0.9284241,,-0.75994855,,,,,,-0.023793292100000002,,-0.02554456308571428,,,,,,0.0155815652,-0.0199530405,0.05711300775,,0.025353264,,0.06637435485,,0.113965409,0.051429140000000005,,,,,,,,0.18465329933333333,,,,,0.8514326,-0.4095726,,-0.2384835038666667,,0.25792205,,,-0.6894347,-0.14076827999999997,0.92508733,-0.085834354,,0.06081661253846154,0.6440635,,-0.31125497325,0.0
2019-01-29,,-0.8795791366666666,,,,,,,,,,-0.015133541,,0.898055045,,,-0.4499921990833333,,,,0.47555524,,-0.1647457327,-0.9592198,-0.36596245,,,,-0.142019685,,,,,,,,,0.8170141,,,,,,,,,,-0.1293613,,0.13447921,,0.09493477,,-0.21571757,,-0.95725524,,,0.2584226,,,,-0.24071380499999998,,,0.02544989,,,,0.011649225,-0.08094449025,,,,,,-0.580655,-0.1560573,,,,-0.16624774847499998,0.038948424,,,,,,0.30640994,0.10023134360000001,,,0.017801158,0.529017565,-0.955662,-0.041193722,0.0773608,0.038951335600000005,,0.0128421,,,,,-0.03444185499999999,,,,,-0.71282816,,-0.88196474,,,,,,0.8899271,-0.13309232000000001,,,,-0.16455627366666667,-0.14834068999999997,,,0.0
2019-01-30,,0.9194613,,,,,,,,,0.14016214,-0.177162443,,0.81165755,,,-0.06606390904761905,,,-0.9383405,,,-0.04200686248926829,0.68999611,,,,,-0.635817032,,,,-0.2962213873333333,,-0.1676106660875,,,-0.050223628,0.11700006,,,,,,0.033157766250000005,,,0.0025214133333333333,,-0.311182,,0.8388091,,-0.33493406000000003,,-0.09047248719999999,,,,,,,,0.022974858000000015,,,,,,-0.06849855,0.17501532647058826,,,,0.21069915,,-0.7570679300000001,,0.205354215,-0.23736723499999998,,-0.45173997076666667,0.05079361993,,,,0.145220695,,0.08314262875,0.3669044925,,-0.019940726,-0.0596382055,0.7705278,0.48859336,-0.1367083225,0.01600327,-0.47441251399999995,,0.012281494,,,,,0.08054115385,,,-0.056347817,-0.3306897733333333,0.7955318,0.21809820449999998,,0.18789999333333332,,,,,-0.482842838,-0.4512044433333333,,-0.2227044,,0.09634986675000003,0.774006625,,-0.17377436325,1.0
2019-01-31,,-0.93195623,,,,-0.7416448,,0.3542201,,,0.07505816083333333,0.5473428933333334,,0.4696311225,,,-0.07947196529411764,,,0.8862046,,,-0.2097166499375,0.6413542733333334,0.26433352,,-0.094982624,,-0.03436253419999999,,,,-0.0018630104000000008,,0.24436160469999998,,,-0.09768997833333333,,,,,,,0.09671252100000001,,,-0.111261316,,,,0.27944304466666664,-0.2781051,,-0.29447296,0.1262761135,-0.16447565,,-0.5178358383333334,,0.020748876,,,,,,,0.6531914999999999,,0.235592281,0.12627656085714284,,,,-0.31695896,,0.9268653,,,-0.14790708766666666,,-0.17769257296774194,0.024317004,,,0.024336055,-0.16172709999999998,,0.049869349699999996,0.003251274285714288,-0.05665193500000001,0.044387814,0.023626823,-0.014257482666666635,0.07653245399999999,-0.1157539484142857,,0.88292736,,0.5135368,,0.040930826,,,0.213212145375,,,-0.273732615,0.7410156,0.86873865,,,0.21446377,,,,,,0.08301959,,-0.034402177,,0.3845912919125,-0.9481051,,-0.05850981483333335,1.0
